File,Activity,Subject,Trial,A11,A12,A21,A22,A31,A32,A Diff,A Angle,B11,B12,B21,B22,B31,B32,B Diff,B Angle
a3_s1_t1_color.avi,a3,s1,t1,401.04153,239.97963,374.32968,201.45306,371.31973,248.02364,37.76581,38.4329529917647,298.77856,180.04723,295.19946,181.21857,294.1848,180.82256,5.3690796,140.557749452863
a3_s7_t1_color.avi , a3,s7,t1 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a3_s5_t3_color.avi,a3,s5,t3,388.9568,238.00958,348.50204,253.29982,347.97632,253.28712,56.25801,157.912142358933,559.99567,113.005486,560.0126,113.0147,559.9881,113.02606,0.028144836,53.4944368868545
a3_s5_t1_color.avi,a3,s5,t1,389.0202,237.97804,388.77206,245.2465,388.7739,245.28297,7.551239,175.170354451176,41.018078,171.99216,40.99899,172.01616,40.997513,172.04608,0.07448959,144.329440315745
a3_s8_t2_color.avi,a3,s8,t2,389.02185,238.03842,355.0439,244.8995,365.1281,244.5166,30.371918,9.24157184912997,558.9882,113.9971,559.0161,113.999664,559.0261,114.019196,0.05999756,122.386084372119
a3_s5_t4_color.avi,a3,s5,t4,388.01273,238.04504,378.63135,240.92905,378.77115,240.96,12.15654,29.5754412455836,41.037315,171.95839,41.007034,171.95644,41.015278,171.98279,0.04643631,68.9385167577032
a3_s7_t3_color.avi , a3,s7,t3 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a3_s7_t2_color.avi,a3,s7,t2,389.01907,237.99352,350.7797,183.10576,352.0405,259.86023,58.84529,33.923197713705,39.984364,171.964,39.986103,171.98544,39.991497,171.99007,0.033195496,135.240042940872
a3_s3_t1_color.avi,a3,s3,t1,389.0142,237.02881,303.40186,158.25038,303.0244,158.61337,164.40521,93.4985055262552,559.9979,111.98308,559.97986,112.00716,560.0011,111.95744,0.028808594,13.7466287017846
a3_s1_t4_color.avi,a3,s1,t4,400.9876,239.98756,350.51254,247.33125,356.90167,294.1422,98.240585,90.5058056805106,576.0085,114.01015,575.977,113.99765,575.9735,114.01526,0.04008484,79.5329049011731
a3_s1_t3_color.avi,a3,s1,t3,401.02258,240.02388,352.26028,247.32007,352.3958,247.3131,55.915985,5.56447123218407,296.93878,179.00577,293.56012,179.69658,294.19595,179.339,3.076065,17.7965616511061
a3_s4_t3_color.avi,a3,s4,t3,345.8574,250.02782,345.59796,249.97107,330.18332,254.42133,20.067581,151.557917306435,389.01764,238.01904,338.5655,245.36539,378.76648,236.40454,11.865662,4.28124859703521
a3_s5_t2_color.avi,a3,s5,t2,279.94934,169.02338,278.2049,168.99892,277.12845,169.39012,3.1876373,159.224394738195,389.01212,238.006,389.0143,238.0006,388.9992,237.95241,0.0664978,140.458845211007
a3_s8_t3_color.avi,a3,s8,t3,388.00684,237.99483,356.9603,245.13747,341.55637,245.33206,53.787704,167.767615500556,40.021145,172.0144,40.033024,172.02222,39.98873,172.02182,0.039829254,32.8187317725702
a3_s3_t4_color.avi,a3,s3,t4,275.06985,358.03766,275.20862,358.00275,274.19373,358.07175,0.9102173,10.2327107722302,46.017765,163.01074,45.993107,163.01385,45.99506,162.97469,0.058761597,79.9505620252508
a3_s2_t3_color.avi,a3,s2,t3,347.80743,251.00143,312.3836,202.14328,313.96927,205.77142,79.06818,12.3358808817378,388.97626,238.01918,352.95547,187.24817,392.73602,247.18256,12.9231415,1.78118089006103
a3_s4_t1_color.avi,a3,s4,t1,388.956,237.98495,309.7395,147.77614,309.75015,147.29927,169.89153,137.432691401362,40.99178,172.00185,41.009033,171.99582,41.004974,171.9917,0.023342133,64.6831910066817
a3_s4_t2_color.avi,a3,s4,t2,388.0023,238.02135,371.02985,244.60977,361.11417,251.49603,40.36281,166.436105744679,46.974968,164.00447,46.97673,164.02109,46.98213,164.043,0.04568863,172.21527418167
a3_s4_t4_color.avi,a3,s4,t4,347.15787,250.99799,326.42346,245.43596,337.8708,303.92557,62.21466,63.9101608476569,388.9897,238.02014,348.5489,247.41101,408.85544,242.92587,24.771484,8.81975048624139
a3_s6_t1_color.avi,a3,s6,t1,317.91992,106.00604,318.5686,106.06781,331.52057,111.765656,19.36026,161.693595976576,269.9415,358.02023,269.29492,358.04132,268.42484,358.049,1.5454407,178.63841049478
a3_s6_t2_color.avi,a3,s6,t2,389.00317,236.96062,367.74078,243.68236,369.32843,243.83148,26.545609,22.9093698830511,46.007854,163.02922,46.005802,163.02812,46.000225,162.98206,0.05479431,125.063864412438
a3_s6_t3_color.avi,a3,s6,t3,319.95566,105.989075,318.5996,106.51778,349.77844,199.05084,122.88455,92.6788773020112,46.007484,175.98334,45.986103,175.99515,46.037647,175.95137,0.062129974,11.4271918060546
a3_s3_t3_color.avi,a3,s3,t3,388.95352,237.00569,372.46942,243.78632,347.7147,244.9115,49.144638,160.242998659086,560.0239,111.98885,560.0053,111.99404,559.98755,112.01771,0.06523132,142.460168896641
a3_s8_t4_color.avi,a3,s8,t4,389.02853,238.0459,358.5653,245.30832,342.061,248.77965,57.70128,178.468783939662,559.0004,113.98781,558.9846,113.98297,558.981,114.009125,0.040725708,80.8264371939543
a3_s2_t2_color.avi,a3,s2,t2,346.90805,250.99925,342.89456,219.2481,361.04034,259.8505,22.983536,16.876307304097,389.01938,238.00061,357.05762,245.71523,379.83945,245.0289,16.208221,11.8443771840037
a3_s8_t1_color.avi,a3,s8,t1,388.99185,237.99992,365.10364,245.40288,370.52386,245.33894,25.807007,16.5424143023563,46.98752,163.9795,46.98611,163.97762,47.017113,163.99586,0.045951843,22.8691249280165
a3_s3_t2_color.avi,a3,s3,t2,389.04276,237.00356,389.01398,237.00249,325.84406,222.75964,77.44261,169.419648432586,45.977562,162.99544,46.008144,162.9812,45.998703,162.9929,0.023674011,26.1438885611816
a3_s7_t4_color.avi,a3,s7,t4,388.98337,238.00223,373.37515,247.58698,373.4828,247.56941,25.067764,22.2861195639711,40.001587,172.00262,40.01097,171.9969,40.030807,171.96948,0.06236267,157.256033047355
a11_s6_t1_color.avi,a11,s6,t1,280.20615,147.94518,281.1344,149.16023,276.44214,151.33987,7.1587067,77.5374189574203,265.97314,357.96524,265.97757,358.00604,264.38467,358.01578,1.6390076,84.1605268802367
a11_s1_t3_color.avi,a11,s1,t3,346.84177,250.99811,321.7645,175.14708,353.606,189.84248,67.919846,46.9313393331185,389.03085,236.99757,374.58856,243.5504,356.42654,204.92172,64.68016,90.7764935422591
a11_s1_t1_color.avi,a11,s1,t1,344.75833,286.08243,334.345,225.98267,331.63663,243.8593,55.344833,18.4449167724638,388.99762,238.04742,363.36453,245.28479,409.76132,244.53543,27.251709,14.8414421349988
a11_s7_t4_color.avi,a11,s7,t4,290.0287,234.01804,289.29718,232.68385,284.17966,248.63956,20.47055,46.5178685892484,300.9949,155.95076,294.5831,158.88472,299.84756,157.79091,2.9874878,12.8507273542502
a11_s4_t2_color.avi,a11,s4,t2,388.01492,238.0084,388.04944,237.99818,341.9634,189.6099,94.45003,62.895160186983,40.94058,171.98112,40.98001,171.96173,40.95958,171.99771,0.03558731,34.2206065013173
a11_s3_t3_color.avi,a11,s3,t3,302.977,152.9917,302.50287,154.44624,277.9796,171.74594,43.751617,143.254517629866,389.00082,237.02083,389.02478,237.02025,384.3726,231.1726,10.476456,52.8819022603575
a11_s6_t2_color.avi,a11,s6,t2,320.10986,106.00773,316.50006,106.11685,318.77917,193.2087,88.531654,90.2324708289974,389.01266,237.02306,367.52835,243.91217,362.21432,244.05827,33.833557,163.796032138396
a11_s7_t2_color.avi,a11,s7,t2,327.8761,216.91168,308.4271,198.40805,321.74414,190.79759,32.246048,73.3203039120025,260.94968,248.99905,261.27765,249.00363,261.6654,247.71283,2.0019531,105.920596297906
a11_s6_t4_color.avi,a11,s6,t4,318.13504,106.005196,335.48022,94.34253,300.29715,90.884285,32.9588,39.5300835893695,388.99963,236.99054,389.01654,237.01431,413.12302,242.17445,29.307297,137.501404905479
a11_s7_t3_color.avi,a11,s7,t3,261.02673,248.98096,260.62836,249.22595,259.00635,249.91061,2.9500427,171.29409629105,388.96478,237.98903,388.9699,238.00928,388.98816,238.03009,0.064437866,152.963472323285
a11_s3_t1_color.avi,a11,s3,t1,301.0354,153.01422,272.76236,176.4683,271.5899,206.80392,83.2352,131.890977694927,388.99396,237.03177,347.90375,247.34096,370.8367,246.81998,27.945465,12.7829296826567
a11_s2_t2_color.avi,a11,s2,t2,321.91275,214.0145,279.63446,225.84729,298.8708,226.96747,35.994934,18.9685043012709,283.8377,210.05203,282.61752,217.53485,298.91605,220.90092,25.92723,92.4076130850676
a11_s6_t3_color.avi,a11,s6,t3,317.83206,106.04575,317.35504,106.16831,279.0405,224.48003,157.22583,122.353320611881,389.01184,237.9955,373.58633,243.79388,373.42392,243.78809,21.380508,157.354318102868
a11_s5_t3_color.avi,a11,s5,t3,277.90857,169.99478,274.58582,171.79225,276.57318,169.12785,2.2023163,24.86934384358,45.99011,176.0154,45.979454,176.01028,46.0017,175.96463,0.062358856,89.6503850166607
a11_s3_t4_color.avi,a11,s3,t4,301.9933,153.04288,301.37534,147.64133,292.70157,154.45158,10.700424,58.3889732481802,275.98007,357.99054,275.46957,358.0086,276.74203,357.96912,0.78338623,0.248906147445444
a11_s8_t1_color.avi,a11,s8,t1,389.02835,238.0082,370.91644,252.52205,370.1158,252.54875,33.453094,143.203540560368,560.02563,112.99613,560.022,113.04261,560.0044,113.039024,0.06413269,82.9753850611668
a11_s4_t3_color.avi,a11,s4,t3,347.0043,251.00597,366.49997,249.13142,378.933,245.25693,37.67775,168.183654971742,389.0162,238.03406,389.00452,238.01665,388.42728,237.94466,0.67832947,130.984059934025
a11_s4_t1_color.avi,a11,s4,t1,389.01385,238.00548,389.0189,238.011,335.56384,253.87288,69.31741,64.1749910987148,560.0015,113.0029,560.00385,113.02707,560.00665,113.04148,0.0437088,174.457461120846
a11_s7_t1_color.avi,a11,s7,t1,330.02206,216.99326,310.37582,161.35728,310.4189,160.19133,76.405075,158.434249547311,261.00702,248.99689,260.61423,249.27707,270.00443,242.16876,15.825531,1.62494635886027
a11_s1_t4_color.avi,a11,s1,t4,389.03748,237.02104,367.51788,243.46844,338.7545,286.6269,99.88884,140.360423814332,46.025333,163.01703,45.99703,162.98247,46.00788,162.96246,0.07201767,112.202125506356
a11_s5_t1_color.avi,a11,s5,t1,278.96808,169.93614,275.10962,171.8175,276.60104,168.99062,3.312561,36.1909374426109,40.016014,172.01265,40.013725,171.97974,40.044487,171.98938,0.051742554,68.6162027374559
a11_s2_t1_color.avi,a11,s2,t1,320.9165,213.98528,279.5771,225.30447,299.63364,227.49725,34.794846,21.552271697848,540.0277,133.99731,540.0321,133.96124,539.97687,133.98569,0.062469482,59.1826569610195
a11_s1_t2_color.avi,a11,s1,t2,345.94586,251.0084,333.36224,206.55344,364.73386,240.27332,29.523087,27.1289502052867,389.01056,237.0522,389.016,237.01375,369.98242,243.58557,25.561508,62.9105106223047
a11_s4_t4_color.avi,a11,s4,t4,388.98175,238.02235,388.99533,238.01958,355.36887,248.31664,43.907166,5.46824128520802,559.98456,112.99054,559.9858,113.00277,559.9589,113.03816,0.07325745,137.109371599863
a11_s8_t4_color.avi,a11,s8,t4,388.98624,237.95322,360.48862,244.25726,396.29156,240.27751,9.629623,6.13090049461608,559.9921,112.97299,560.0009,113.01983,560.0146,113.004974,0.05444336,53.2542735072153
a11_s5_t4_color.avi,a11,s5,t4,279.07925,170.00807,276.4352,172.90407,278.45682,171.45268,2.067047,11.9279881489165,388.97382,237.00217,388.96075,236.98883,388.99686,237.05006,0.07093811,13.8809602237598
a11_s5_t2_color.avi,a11,s5,t2,278.94516,170.00063,276.32083,173.77432,267.49582,178.60072,20.049438,153.490032394135,389.02582,238.04736,388.97754,238.01205,388.9831,238.04521,0.0448761,44.3106783405017
a11_s2_t3_color.avi,a11,s2,t3,320.99072,212.98161,300.36627,217.87502,307.57446,218.63437,19.069016,19.3610133236957,283.8595,211.03886,280.34503,212.58101,283.04572,218.01541,7.790329,87.2662666793355
a11_s8_t3_color.avi,a11,s8,t3,388.98657,236.97813,370.999,243.4468,370.5376,243.56683,25.037674,174.803833074135,560.0054,113.00546,560.00507,113.013054,560.0023,113.0308,0.028388977,173.504124807938
a11_s3_t2_color.avi,a11,s3,t2,301.04382,153.99864,299.99136,155.07416,304.50006,154.58656,4.044159,39.4484823222666,275.01758,358.03192,276.4189,357.9688,277.0654,357.94547,2.1342773,179.489521881972
a11_s2_t4_color.avi,a11,s2,t4,321.96432,214.01926,290.1832,222.46063,362.1252,219.57794,45.719574,12.5802568245669,388.9656,238.00034,388.99808,238.04144,377.56094,243.64673,17.051056,77.8039272794678
a11_s8_t2_color.avi,a11,s8,t2,534.9877,315.99905,535.0023,315.94025,38.994793,132.98523,679.0067,96.2595025499949,593.9939,179.01987,594.0306,179.00204,46.0222,149.98402,577.0075,28.9441925933461
a2_s1_t4_color.avi , a2,s1,t4 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a2_s6_t1_color.avi,a2,s6,t1,279.79764,105.99053,282.61288,106.00392,273.0177,105.91936,6.8511124,0.232335249292947,319.85715,106.01863,321.72647,106.08324,315.01242,106.59831,5.424408,6.36633338033321
a2_s4_t2_color.avi,a2,s4,t2,535.00964,316.01364,535.04297,316.0437,39.02702,134.05676,677.9395,21.9029656391708,560.9864,136.01585,560.96545,136.00261,47.005646,174.9583,552.92316,143.345922224968
a2_s1_t2_color.avi,a2,s1,t2,401.01608,239.97862,401.0095,239.99084,350.43207,299.31528,109.92067,167.889684848439,296.95035,179.00021,294.84097,177.57811,296.34738,177.94887,1.6543121,20.1603141264691
a2_s8_t2_color.avi,a2,s8,t2,388.96185,238.00603,388.94785,237.98093,321.7612,250.24681,79.44144,108.817683348976,46.97107,164.07986,46.970966,164.04228,46.9876,164.04054,0.055850983,95.8136735551955
a2_s7_t4_color.avi , a2,s7,t4 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a2_s2_t4_color.avi,a2,s2,t4,348.2245,252.00493,329.5213,246.82805,332.04224,290.12054,54.297867,71.1957859539858,325.19855,213.03668,309.01834,197.57086,351.72165,240.66246,54.14888,1.55248971132971
a2_s8_t3_color.avi,a2,s8,t3,388.97693,237.97125,388.95532,237.98625,317.8255,248.72807,81.90825,153.819020792459,47.034725,163.94629,47.03019,163.95467,47.02143,164.01025,0.07725906,160.521208563435
a2_s4_t4_color.avi,a2,s4,t4,320.9319,201.99095,315.85345,200.76266,351.55252,258.99094,87.62062,44.891386998323,389.01257,238.01215,389.02176,237.98222,339.44034,208.89337,78.69101,103.333894585708
a2_s8_t4_color.avi,a2,s8,t4,388.9969,237.99771,388.9768,237.97794,295.44586,232.07689,99.47185,139.048819835659,39.99041,171.99614,39.981087,172.01512,39.96669,172.02028,0.047859192,135.8678970124
a2_s6_t3_color.avi,a2,s6,t3,272.9617,219.9957,262.3075,207.38147,258.3702,209.90717,24.680023,97.50562835438,319.9326,105.97822,321.2977,106.06107,315.45233,107.8115,6.3135376,20.1439131349001
a2_s7_t2_color.avi,a2,s7,t2,325.9153,213.93333,320.55984,202.66292,343.7352,242.19128,46.077835,4.96689315050276,389.01324,237.99312,388.99982,237.98138,374.80978,238.81094,15.021286,135.505221756316
a2_s2_t1_color.avi,a2,s2,t1,345.9897,251.04451,331.82336,248.31256,332.52142,277.0565,39.48024,77.6934334947579,389.00446,237.98787,388.98187,237.96019,379.9882,245.52974,16.558136,89.1244935175775
a2_s6_t2_color.avi,a2,s6,t2,319.81403,105.968925,320.04544,106.053154,315.2821,107.65319,6.2161865,38.5676365528348,269.0197,357.97546,268.6087,358.0128,269.52344,357.95972,0.5194702,1.86839124673087
a2_s1_t1_color.avi,a2,s1,t1,401.0128,239.96928,401.01855,239.98547,411.24664,245.34912,15.613693,137.28201950849,299.03134,178.84766,298.2706,170.79337,298.73788,173.51009,5.631027,4.36385537545655
a2_s4_t3_color.avi,a2,s4,t3,263.05884,244.9961,286.21945,197.91376,295.8172,187.9705,89.78395,162.20631165292,388.9851,238.01956,389.0247,237.96043,349.99185,248.32147,49.295166,41.3348772652603
a2_s4_t1_color.avi , a2,s4,t1 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a2_s7_t3_color.avi,a2,s7,t3,260.9594,249.04164,270.943,176.70715,288.5001,164.81682,111.7655,131.96564696131,389.0383,238.0164,389.03632,237.96922,343.12775,232.23734,51.68962,99.5243294744247
a2_s3_t4_color.avi,a2,s3,t4,388.98938,236.99294,388.9694,237.00302,338.48294,265.08737,78.600876,177.688570361907,560.00934,111.98543,559.9825,111.9801,559.9821,111.97417,0.038482666,104.746477873128
a2_s6_t4_color.avi,a2,s6,t4,272.0583,219.00029,295.8842,223.28452,300.93616,221.35872,31.236298,148.939654786345,320.95758,106.00435,322.8477,106.17704,313.66638,106.767944,8.054794,8.90282344389188
a2_s5_t4_color.avi,a2,s5,t4,388.9925,238.02597,389.00937,238.00636,352.66403,250.94583,49.24832,29.6849447854332,39.97656,172.02928,39.984497,172.00891,39.997665,172.0005,0.049884796,143.847911046127
a2_s5_t3_color.avi,a2,s5,t3,389.01324,238.03217,389.03268,238.04027,359.34888,258.67273,50.30493,57.4284321198908,40.022255,171.98378,39.99627,171.98848,39.99436,172.00652,0.050628662,106.288305978601
a2_s1_t3_color.avi,a2,s1,t3,401.00876,239.99857,401.0163,239.98901,343.47827,289.84442,107.37634,10.8135150401936,297.0642,178.95482,294.60785,179.55338,296.9033,179.55391,0.76000977,13.7080530916887
a2_s2_t3_color.avi,a2,s2,t3,324.87048,213.01317,319.97318,204.03027,374.51996,253.60956,90.245865,19.1329080086328,389.0122,237.96608,389.02908,237.99396,379.90088,239.51474,10.659988,68.2695481842272
a2_s2_t2_color.avi , a2,s2,t2 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a2_s7_t1_color.avi , a2,s7,t1 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a2_s3_t2_color.avi,a2,s3,t2,389.0017,236.98587,388.99762,236.99324,398.15344,233.51025,12.62735,40.1481974565529,40.02748,171.00288,40.009014,170.99579,39.997055,171.03413,0.061676025,86.3038828125682
a2_s3_t3_color.avi,a2,s3,t3,389.04666,237.0435,388.99445,237.04002,334.85895,243.75807,60.902283,169.114081046585,559.9902,112.020355,560.02014,111.992325,560.0198,112.0028,0.047157288,44.9114278956106
a2_s8_t1_color.avi,a2,s8,t1,389.0109,237.97046,389.01752,238.04509,288.6491,229.01247,109.31978,79.7867105601824,46.990047,164.05954,46.970863,164.00525,46.967037,164.01219,0.07035828,48.3204150635804
a2_s5_t2_color.avi,a2,s5,t2,282.0305,169.00069,280.7112,169.37767,276.71005,142.24246,32.07866,82.4406530853234,389.02835,238.0162,389.0181,237.9895,370.40155,238.63295,19.243546,109.027249764139
a2_s5_t1_color.avi,a2,s5,t1,389.02768,238.00264,389.02466,238.01915,339.42743,279.71106,91.30867,140.420799988964,46.995132,164.03123,47.00656,163.9989,46.971256,163.9777,0.07740402,101.510507738265
a2_s3_t1_color.avi,a2,s3,t1,389.0351,236.99973,389.0455,236.99551,334.2778,266.69855,84.456116,6.4402132959518,40.01079,170.98344,39.981987,171.0194,39.97483,171.0122,0.06472397,83.5816204982484
a6_s7_t3_color.avi,a6,s7,t3,294.86456,234.04982,294.1745,212.96603,287.0029,243.34683,17.158676,15.1565306041985,330.89685,214.98167,323.1858,210.53247,326.74323,214.26614,4.869156,16.4001672517216
a6_s4_t1_color.avi,a6,s4,t1,342.9708,250.99432,331.3512,250.6482,346.34396,249.81802,4.549469,4.87558641185806,280.9717,357.99115,282.0609,358.0118,281.8419,357.9762,0.88513184,8.14893173829657
